cat_substrate,ddG,x1,x2,x4,x5,x6,x7,x8,x9,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x1_div_x26,x6_add_x26,x11_div_x9,x20_div_x9,x20_sub_x13,x21_mul_x30,x26_mul_x21,x26_div_x22,x27_add_x5,x27_mul_x29,x30_add_x8,x30_mul_x27,inv_x4,inv_x8,inv_x24,cbrt_x27,exp_x27,x27_squared,x27_cubed,sqrt_x30,cbrt_x30,ln_x30,inv_x30,x30_squared,x30_cubed,cbrt_x1divx26,inv_x1divx26,x1divx26_squared,inv_x2divx14,inv_x4divx15,cbrt_x6addx26,inv_x6addx26,exp_x6addx26,x6addx26_squared,x6addx26_cubed,inv_x9mulx18,sqrt_x11divx9,cbrt_x11divx9,ln_x11divx9,inv_x11divx9,exp_x11divx9,x11divx9_squared,x11divx9_cubed,inv_x11subx12,inv_x13divx27,inv_x20divx2,cbrt_x20divx9,inv_x20divx9,exp_x20divx9,x20divx9_squared,x20divx9_cubed,cbrt_x20subx13,inv_x20subx13,x20subx13_squared,cbrt_x21mulx30,inv_x21mulx30,exp_x21mulx30,x21mulx30_squared,x21mulx30_cubed,x24subx11_squared,sqrt_x26mulx5,ln_x26mulx5,inv_x26mulx5,exp_x26mulx5,x26mulx5_squared,ln_x26divx6,sqrt_x26mulx21,cbrt_x26mulx21,ln_x26mulx21,inv_x26mulx21,exp_x26mulx21,x26mulx21_squared,x26mulx21_cubed,cbrt_x26divx22,inv_x26divx22,exp_x26divx22,x26divx22_squared,x26divx22_cubed,cbrt_x27addx5,inv_x27addx5,exp_x27addx5,x27addx5_squared,x27addx5_cubed,cbrt_x27mulx29,exp_x27mulx29,x27mulx29_squared,x27mulx29_cubed,sqrt_x30addx8,cbrt_x30addx8,ln_x30addx8,inv_x30addx8,x30addx8_squared,cbrt_x30mulx27,exp_x30mulx27,x30mulx27_squared,x30mulx27_cubed
KA9_A3,0.986319685,75.70955006,63.16206049,0.32218,-0.402817591,-0.799006161,88.29095299,54.55248063,58.75484207,79.47894429,52.22596363,57.40138725,57.4329,86.18404032,-0.168771,33.17086342,59.995,1573.2441,-171.9441,-0.370103,65.48321021,65.15941597,61.07903754,52.74063548,-0.172925029,0.01528724,-0.305578074,-0.112396674,77.05104831,-437.8171897,-0.97193119,1.352721605,-2.926466891,-229.3454873,-28.51682413,0.064000072,-0.002640754,-0.38753035,-0.001718235,131.6035289,1.177897901,3.103854988,0.018330972,0.016372229,0.248185478,1.015404688,0.0002337,3.57262E-06,8.777872653,4.255260813,4.344468167,0.012978409,5936.864046,457441.5985,-7.593306605,-0.002284058,191683.8916,0.909294275,267.5027634,-0.990554799,-1.028879421,0.378351663,0.944650238,-0.918135029,0.000283688,1.163065607,1.105951653,0.302118567,0.739250409,3.86793822,1.829855742,2.475285396,0.036693234,0.000266322,-0.367340668,-1.430368284,-0.341708974,0.053586029,8.564208463,-25.06287251,-6.121108341,-0.004360234,52599.35252,-3.05515831,-0.035067019,4.12383E-13,813.2092587,-23190.14541,338.5565683,0.263926587,-2.664168587,14.35600881,1.072140635,0.004852132,-1.530510517,0.252982355,0.40000015,-2.748871073,15.62498245,1.066092475,0.004096009,0.000262145,-0.138221616,-378.6797708,0.99736273,6.97358E-06,-1.84E-08,-0.729068901,-2.580443053,0.678731034,0.150179772,-0.05819922,-0.119773531,0.99828324,2.95233E-06,-5.07E-09,11.47185813,5.086540557,4.879793834,0.00759858,17319.48883,1.056093937,3.247540373,1.387443466,1.634266747
KA9_A4,1.782025089,75.70955006,63.16206049,0.32218,-0.402817591,-0.799006161,88.29095299,54.55248063,58.75484207,79.47894429,52.22596363,57.40138725,54.0981,85.71394808,-0.168667,32.11858661,55.5578,1582.3568,-171.9401,-0.369797,65.02136392,64.96107718,61.24385429,52.71967015,-0.177384712,0.012581121,-0.319768473,-0.097327889,76.03203542,-426.8098927,-0.976390874,1.352721605,-2.926398811,-229.3414873,-28.1164186,0.065596334,-0.002728099,-0.39023647,-0.001224494,130.5845161,0.956568206,3.103854988,0.018330972,0.016328169,0.232580397,1.012660596,0.000158285,1.9914E-06,8.719635051,4.23641866,4.33115477,0.013152351,5780.87041,439531.3438,-7.529130517,-0.002342963,182166.6845,0.856496757,266.0436653,-0.992067534,-1.024179995,0.376668091,0.953339138,-0.930831634,0.000306345,1.163065607,1.105951653,0.302118567,0.739250409,3.86793822,1.829855742,2.475285396,0.036693234,0.000219178,-0.367349213,-1.430357192,-0.341716924,0.053589678,8.563810002,-25.06112341,-6.121072754,-0.00436031,52597.51777,-3.04079167,-0.035566407,6.15453E-13,790.532995,-22226.95661,332.5185073,0.267308216,-2.638705837,13.99507997,1.074068401,0.005105629,-1.505047767,0.256117814,0.403298423,-2.724235461,15.24475427,1.067795598,0.004302879,0.000282253,-0.139729049,-366.5556239,0.997275619,7.44252E-06,-2.03E-08,-0.730761993,-2.562548805,0.67689679,0.152284503,-0.059426967,-0.106984011,0.998776255,1.49939E-06,-1.84E-09,11.42735823,5.073378078,4.87202065,0.007657876,17052.31583,0.985307936,2.602749031,0.915022733,0.875281654
KA9_A5,1.369995111,75.70955006,63.16206049,0.32218,-0.402817591,-0.799006161,88.29095299,54.55248063,58.75484207,79.47894429,52.22596363,57.40138725,61.8149,86.56720329,-0.174761,33.23866324,61.8149,1571.9384,-164.8952,-0.372869,68.96634417,68.95206347,74.1544994,57.36756895,-0.169510869,0.018550355,-0.109682387,-0.143138024,77.84542258,-446.6353734,-0.96851703,1.352721605,-2.806495502,-222.2965873,-29.02614487,0.063205348,-0.002457878,-0.384267236,-0.002655261,132.3979032,1.444060213,3.103854988,0.018330972,0.013485358,0.264718366,1.018723482,0.000344116,6.38347E-06,8.823005303,4.269834351,4.354725099,0.01284597,6059.909817,471736.2405,-7.643947672,-0.002238963,199483.1568,0.978671366,268.6920457,-0.989393578,-1.032506367,0.379645624,0.938025237,-0.908493416,0.000275336,1.163065607,1.105951653,0.302118567,0.739250409,3.86793822,1.829855742,2.475285396,0.036693234,0.000323169,-0.383043657,-1.410548803,-0.356316267,0.060416351,7.876417003,-22.10512889,-6.057744219,-0.004498495,49415.7727,-3.073239828,-0.034451699,2.47802E-13,842.5170862,-24455.023,28.34971335,0.26130817,-2.684109681,14.64515671,1.070667151,0.004662426,-1.550451611,0.251406738,0.398337576,-2.761366361,15.82144599,1.065245563,0.003994916,0.0002525,-0.134954317,-406.8549986,0.99754514,6.04116E-06,-1.48E-08,-0.727016809,-2.602355618,0.680949429,0.147661309,-0.056741403,-0.138474268,0.997348261,7.05041E-06,-1.87E-08,11.50642878,5.096754352,4.885811807,0.00755299,17529.20478,1.130303574,4.237867578,2.085309899,3.011313056
KA9_A6,1.045910916,75.70955006,63.16206049,0.32218,-0.402817591,-0.799006161,88.29095299,54.55248063,58.75484207,79.47894429,52.22596363,57.40138725,57.5611,87.01097591,-0.166024,43.00499038,61.9059,1580.1983,-156.5538,-0.367149,71.87735464,70.55553486,79.49847288,61.25547428,-0.173359829,0.016653291,-0.115783121,-0.122199101,80.64526631,-436.7191094,-0.97236599,1.352721605,-2.664525926,-213.9551873,-29.60882888,0.063648888,-0.002411884,-0.386164299,-0.002035017,135.1977469,1.343009117,3.103854988,0.018330972,0.012578858,0.255368128,1.01679273,0.000277332,4.61849E-06,8.980270949,4.320423239,4.390060109,0.012399984,6503.658978,524489.3103,-7.586953085,-0.002289801,190723.5805,0.911323974,270.0694516,-0.990702488,-1.028419351,0.378187192,0.945495619,-0.919367783,0.000274931,1.163065607,1.105951653,0.302118567,0.739250409,3.86793822,1.829855742,2.475285396,0.036693234,0.00029012,-0.403452746,-1.386351373,-0.375301283,0.069632357,7.099698412,-18.91733049,-5.981006486,-0.004673876,45776.82215,-3.093668272,-0.03377371,1.38372E-13,876.6827477,-25957.54946,0.000381366,0.264258185,-2.661657357,14.3200028,1.072328432,0.004876562,-1.527999287,0.252287312,0.399267174,-2.754373428,15.71119362,1.065718146,0.004051181,0.000257853,-0.13410721,-414.6136686,0.997591022,5.81718E-06,-1.40E-08,-0.728211233,-2.589571334,0.679658849,0.149122866,-0.057585927,-0.126723171,0.997967052,4.1413E-06,-8.43E-09,11.6274566,5.132431377,4.906738499,0.007396573,18278.43078,1.103298396,3.830552761,1.803673488,2.422349938
KA9_A9,1.392018465,75.70955006,63.16206049,0.32218,-0.402817591,-0.799006161,88.29095299,54.55248063,58.75484207,79.47894429,52.22596363,57.40138725,57.8299,85.91401898,-0.170949,29.22487465,58.1307,1576.0544,-164.6822,-0.372295,65.07708138,65.01974076,61.12838945,52.62416139,-0.16988734,0.021748187,-0.325655736,-0.09959546,76.1313322,-445.6456253,-0.968893502,1.352721605,-2.802870269,-222.0835873,-28.34331432,0.063248207,-0.002610556,-0.381069403,-0.002166021,130.6838128,1.655718476,3.103854988,0.018330972,0.016359011,0.279130754,1.021986403,0.000472984,1.02865E-05,8.725327054,4.238262093,4.332459904,0.013135196,5795.979743,441255.6593,-7.638297143,-0.002243935,198600.0233,0.915579694,266.6646563,-0.989521757,-1.032105178,0.379502725,0.938754617,-0.909553248,0.000292786,1.163065607,1.105951653,0.302118567,0.739250409,3.86793822,1.829855742,2.475285396,0.036693234,0.000378879,-0.383539086,-1.409941192,-0.356777126,0.060635772,7.856081744,-22.01957795,-6.055808798,-0.004502809,49321.11973,-3.048949359,-0.035281689,4.90518E-13,803.3434668,-22769.41639,336.7428629,0.261598183,-2.681891213,14.61270291,1.070829529,0.004683159,-1.548233143,0.251491963,0.398427592,-2.760688493,15.81072478,1.06529122,0.004000336,0.000253014,-0.137692721,-383.0602163,0.997392849,6.815E-06,-1.78E-08,-0.724994469,-2.62419389,0.683130476,0.14521389,-0.05533657,-0.129386074,0.997836323,4.69165E-06,-1.02E-08,11.4317021,5.074663688,4.872780763,0.007652057,17078.25894,1.183029293,5.236841115,2.741403672,4.538992709
KA9_A11,1.897460038,75.70955006,63.16206049,0.32218,-0.402817591,-0.799006161,88.29095299,54.55248063,58.75484207,79.47894429,52.22596363,57.40138725,59.455,85.86678226,-0.161929,29.29129482,59.507,1548.5315,-183.3846,-0.363426,65.13018014,65.11751341,61.16563617,52.77732482,-0.180313292,0.000217547,-0.277836752,-0.134138391,76.12644876,-419.8778098,-0.979319453,1.352721605,-3.121182757,-240.7859873,-27.66633077,0.065530538,-0.002768506,-0.402600044,-2.92E-05,130.6789294,0.01656105,3.103854988,0.018330972,0.016349049,0.060142863,1.00021757,4.73265E-08,1.02957E-11,8.725047207,4.23817147,4.332395757,0.013136039,5795.2362,441170.7516,-7.488146073,-0.002381645,176297.3752,0.941308747,266.5180404,-0.99305841,-1.021117264,0.375566603,0.959066591,-0.939232569,0.000286015,1.163065607,1.105951653,0.302118567,0.739250409,3.86793822,1.829855742,2.475285396,0.036693234,3.78992E-06,-0.344424016,-1.461413337,-0.320391364,0.044104972,9.741781806,-30.4058814,-6.221241634,-0.004153066,57977.89166,-3.024478639,-0.036145017,9.65306E-13,765.425858,-21176.52497,335.3772542,0.269505781,-2.622330879,13.76777723,1.07533621,0.005275606,-1.488672809,0.255989333,0.403163536,-2.72523901,15.2600608,1.067725343,0.004294251,0.000281405,-0.140415533,-361.205652,0.997235323,7.66463E-06,-2.12E-08,-0.738399294,-2.483854671,0.668579448,0.162086796,-0.065256151,-0.030787077,0.999970819,8.51551E-10,-2.48E-14,11.4314885,5.074600477,4.872743394,0.007652343,17076.98259,0.254895767,1.016698944,0.000274268,4.54217E-06
KA9_A13,1.768936861,75.70955006,63.16206049,0.32218,-0.402817591,-0.799006161,88.29095299,54.55248063,58.75484207,79.47894429,52.22596363,57.40138725,57.4257,86.03242317,-0.165666,29.31415755,58.4561,1535.7576,-177.0278,-0.367723,65.2494597,64.80277861,61.1358388,52.75461237,-0.173614848,-0.003853708,-0.295268269,-0.118831781,76.41782784,-436.0776226,-0.972621009,1.352721605,-3.012990823,-234.4291873,-28.10059291,0.063842173,-0.002660786,-0.406671299,0.000457943,130.9703085,-0.294491994,3.103854988,0.018330972,0.016357018,-0.156780821,0.996153708,1.48511E-05,-5.72E-08,8.741729111,4.24357188,4.336216018,0.013085952,5839.684412,446255.9981,-7.583236497,-0.00229317,190163.6929,0.909180283,267.0321658,-0.990789089,-1.028149702,0.378090759,0.945991627,-0.920091331,0.000291157,1.163065607,1.105951653,0.302118567,0.739250409,3.86793822,1.829855742,2.475285396,0.036693234,-6.71E-05,-0.356791761,-1.444328351,-0.331896132,0.049144476,9.078113702,-27.35227328,-6.166005304,-0.00426568,54957.04384,-3.040221046,-0.035586438,6.2527E-13,789.6433218,-22189.44553,336.4695192,0.264452481,-2.6601874,14.29896847,1.072438593,0.00489092,-1.52652933,0.252670087,0.399670922,-2.751341293,15.66362732,1.065924154,0.004075823,0.000260209,-0.138570244,-375.8287989,0.997342751,7.07978E-06,-1.88E-08,-0.740879948,-2.458988385,0.665863024,0.165381545,-0.067255928,0.077079189,1.000458048,2.09712E-07,9.6036E-11,11.44422599,5.078369344,4.874970645,0.007635318,17153.2217,-0.665310684,0.74490991,0.086725534,-0.025539976
KA9_A14,1.650626305,75.70955006,63.16206049,0.32218,-0.402817591,-0.799006161,88.29095299,54.55248063,58.75484207,79.47894429,52.22596363,57.40138725,62.9273,86.29958886,-0.162489,30.14076346,62.9273,1536.7861,-178.9074,-0.365472,65.49976255,65.4937053,61.26899583,55.99200988,-0.172548263,-0.007085673,-0.285723082,-0.134123405,76.47317359,-438.7731803,-0.971554424,1.352721605,-3.044981378,-236.3087873,-27.9488037,0.063061559,-0.002634334,-0.409903263,0.000950355,131.0256542,-0.541863867,3.103854988,0.018330972,0.016321469,-0.192070364,0.992939372,5.02068E-05,-3.56E-07,8.744894144,4.244596105,4.336940007,0.013076481,5848.146279,447226.3056,-7.598829346,-0.002279082,192521.9038,0.996283204,267.8614093,-0.990426787,-1.029278417,0.37849424,0.943917999,-0.917067708,0.000270469,1.163065607,1.105951653,0.302118567,0.739250409,3.86793822,1.829855742,2.475285396,0.036693234,-0.000123441,-0.353043309,-1.449422105,-0.328409233,0.047597198,9.271911594,-28.23279815,-6.182440667,-0.004231751,55841.84293,-3.034737103,-0.035779707,7.27761E-13,781.1356282,-21831.80633,331.602223,0.263638911,-2.666349745,14.38735571,1.071977931,0.004831011,-1.532691675,0.251120606,0.398035279,-2.763643907,15.85752113,1.065092403,0.00397676,0.000250781,-0.138109522,-379.6025614,0.997369133,6.93972E-06,-1.83E-08,-0.742837452,-2.439599997,0.663714453,0.168020685,-0.068872227,0.098316985,1.000950806,9.03174E-07,8.58335E-10,11.4466438,5.079084587,4.875393138,0.007632093,17167.72206,-0.815261119,0.581663099,0.293616451,-0.159100145
KA9_A15,1.348623621,75.70955006,63.16206049,0.32218,-0.402817591,-0.799006161,88.29095299,54.55248063,58.75484207,79.47894429,52.22596363,57.40138725,57.1607,85.94708964,-0.170276,29.28932389,57.1782,1581.8829,-172.9623,-0.371628,65.09663083,65.08957837,61.12745828,52.72025252,-0.172435049,0.01691,-0.314455541,-0.109219607,76.03854669,-439.0612606,-0.97144121,1.352721605,-2.943796526,-230.3636873,-28.25805303,0.064081692,-0.002648909,-0.385907591,-0.001846904,130.5910273,1.285811824,3.103854988,0.018330972,0.01635926,0.2566736,1.017053783,0.000285948,4.83538E-06,8.720008411,4.23653959,4.331240405,0.013151225,5781.860582,439644.2758,-7.600492007,-0.002277587,192774.7905,0.904984726,266.7673029,-0.990388315,-1.029398372,0.378537093,0.943698025,-0.916747152,0.000297664,1.163065607,1.105951653,0.302118567,0.739250409,3.86793822,1.829855742,2.475285396,0.036693234,0.000294592,-0.365178195,-1.433186129,-0.339697391,0.052665403,8.665937988,-25.51075815,-6.130153373,-0.004340962,53067.4284,-3.045889043,-0.035388142,5.34175E-13,798.5175609,-22564.55158,336.7770387,0.263552407,-2.667006088,14.39680185,1.071929045,0.004824674,-1.533348018,0.25314362,0.40017012,-2.747596565,15.60508098,1.066179494,0.004106463,0.000263149,-0.138363757,-377.5139169,0.997354596,7.01672E-06,-1.86E-08,-0.728049834,-2.591293937,0.679833346,0.148924669,-0.05747116,-0.122691574,0.998154801,3.41105E-06,-6.30E-09,11.42764312,5.0734624,4.872070511,0.007657494,17054.01642,1.08740787,3.617603625,1.653312048,2.125848181
KA9_A16,2.079020657,75.70955006,63.16206049,0.32218,-0.402817591,-0.799006161,88.29095299,54.55248063,58.75484207,79.47894429,52.22596363,57.40138725,51.2799,83.13210227,-0.182254,28.16392577,51.2799,1679.9266,-193.3764,-0.380645,61.10324791,61.10324791,61.21591925,48.31287272,-0.1708,-0.0054,-0.2752,-0.13458,72.40363329,-443.2643446,-0.969806161,1.352721605,-3.291241933,-250.7777873,-27.56008099,0.065014166,-0.002795269,-0.408217591,0.000726732,126.9561139,-0.39097962,3.103854988,0.018330972,0.01633562,-0.175441064,0.994614554,0.00002916,-1.57E-07,8.509032453,4.167927156,4.282256482,0.013811462,5242.286113,379560.5613,-7.624667911,-0.00225599,196483.2792,0.8118782,258.0299903,-0.989832356,-1.031133891,0.379156526,0.94052399,-0.91212596,0.000331901,1.163065607,1.105951653,0.302118567,0.739250409,3.86793822,1.829855742,2.475285396,0.036693234,-9.41E-05,-0.326627554,-1.487487309,-0.303836673,0.037207611,10.83227346,-35.65163265,-6.30613149,-0.003987594,62889.49858,-3.020601937,-0.036284364,1.07352E-12,759.5580643,-20933.48177,333.5380837,0.262299913,-2.676533446,14.53462081,1.071223276,0.004733611,-1.542875375,0.254978756,0.402101783,-2.733150094,15.38126322,1.067174142,0.004226842,0.000274805,-0.140866543,-357.7473531,0.997208634,7.81353E-06,-2.18E-08,-0.74181778,-2.449673955,0.664834201,0.166641601,-0.068026033,0.08990657,1.000726996,5.28139E-07,3.83816E-10,11.26748037,5.02594664,4.843841467,0.007876738,16117.85486,-0.731225576,0.676393941,0.152865063,-0.059767124
KA9_A17,0.472828114,75.70955006,63.16206049,0.32218,-0.402817591,-0.799006161,88.29095299,54.55248063,58.75484207,79.47894429,52.22596363,57.40138725,43.9612,85.16461921,-0.160377,29.80570622,50.0241,1644.9816,-154.6786,-0.36914,65.09904709,62.56797527,60.94308701,56.47188315,-0.173405914,0.071762781,-0.381512769,-0.022442304,82.23075921,-436.6030452,-0.972412075,1.352721605,-2.632610259,-212.0799873,-30.35466246,0.064011059,-0.002663724,-0.331054809,-0.001610522,136.7832398,5.901107996,3.103854988,0.018330972,0.016408752,0.415559378,1.074400446,0.005149897,0.000369571,9.068117733,4.348552991,4.409529432,0.0121609,6761.897761,556035.9866,-7.586280913,-0.00229041,190622.2191,0.696006426,264.3386281,-0.990718139,-1.028370611,0.378169763,0.945585244,-0.919498509,0.000340233,1.163065607,1.105951653,0.302118567,0.739250409,3.86793822,1.829855742,2.475285396,0.036693234,0.001250192,-0.408343885,-1.380793889,-0.379851137,0.071890564,6.930636775,-18.24566547,-5.963481773,-0.004715202,44977.92099,-3.11942922,-0.032943868,6.56353E-14,921.4055328,-27968.95393,343.5780052,0.264293308,-2.661391558,14.31619706,1.072348338,0.004879156,-1.527733488,0.253004069,0.400023038,-2.748699413,15.6223005,1.066104189,0.004097416,0.00026228,-0.138621233,-375.4142269,0.99733982,7.09543E-06,-1.89E-08,-0.691777821,-3.020647856,0.718165806,0.109597287,-0.036282709,-0.117216541,0.998390774,2.59378E-06,-4.18E-09,11.69543671,5.152416497,4.918397482,0.007310837,18709.6547,1.807081976,365.4421522,34.82307558,205.4947298
KA9_A18,0.490482323,75.70955006,63.16206049,0.32218,-0.402817591,-0.799006161,88.29095299,54.55248063,58.75484207,79.47894429,52.22596363,57.40138725,43.703,85.26458547,-0.179695,29.77791618,45.4504,1663.4318,-153.1137,-0.383096,65.18381511,62.49906883,60.98033373,56.38918654,-0.174084711,0.06968132,-0.381841971,-0.025389351,77.04453705,-434.9006267,-0.973090872,1.352721605,-2.605975858,-210.5150873,-29.51545397,0.066691157,-0.002670674,-0.333136271,-0.001769164,131.5970177,5.368565039,3.103854988,0.018330972,0.01639873,0.411502164,1.072166449,0.004855486,0.000338337,8.777501754,4.255140945,4.344383658,0.012979506,5935.860689,457325.6388,-7.576407834,-0.002299376,189138.5551,0.691918529,264.6489089,-0.99094861,-1.027653252,0.37791315,0.946905846,-0.921425436,0.000374471,1.163065607,1.105951653,0.302118567,0.739250409,3.86793822,1.829855742,2.475285396,0.036693234,0.001213931,-0.412517368,-1.37612155,-0.383733409,0.073831053,6.791110174,-17.69746916,-5.948777728,-0.004750253,44316.60196,-3.090412766,-0.033880556,1.51915E-13,871.1620228,-25712.74258,342.1985927,0.26481009,-2.657484699,14.26037482,1.072641592,0.004917429,-1.523826629,0.25824631,0.405529778,-2.70768292,14.99449179,1.068965284,0.00444771,0.000296623,-0.138741681,-374.4373334,0.997332889,7.1325E-06,-1.90E-08,-0.693224612,-3.001774613,0.716672526,0.110979775,-0.036971388,-0.120945391,0.998232401,3.12994E-06,-5.54E-09,11.47157433,5.086456668,4.879744357,0.007598956,17317.77506,1.750999705,214.5547689,28.82149057,154.7300467
KA10_A1,1.851726362,81.68578665,72.53426698,0.32961,-0.401019767,-0.80246564,90.31682192,54.38952622,61.45243594,79.11382719,47.28136056,66.25752591,57.371,85.77931302,-0.170193,28.10322128,57.371,1558.7206,-172.9063,-0.371293,65.0011174,65.0011174,61.1358388,52.7126817,-0.17413,0.01471,-0.31225,-0.11231,75.87902071,-469.1080609,-0.97659564,1.287399368,-2.813660636,-239.1638259,-28.17334923,0.06465325,-0.002678877,-0.386309767,-0.00165208,130.2685469,1.116180395,3.033888535,0.018385893,0.016357018,0.245021517,1.014818725,0.000216384,3.18301E-06,8.710856485,4.233574816,4.329140239,0.013178873,5757.625783,436883.006,-7.770058679,-0.002131705,220062.3728,0.790950297,260.2448743,-0.99213688,-1.023965251,0.37659097,0.953739044,-0.931417392,0.000283641,1.134636227,1.087855213,0.25262419,0.776759741,3.623351289,1.657397133,2.133732022,0.031414468,0.000222013,-0.419500429,-1.411748186,-0.355408889,0.059985007,7.916686177,-22.27486827,-6.207239427,-0.004181234,57199.33563,-3.042842636,-0.035494537,5.81393E-13,793.7376071,-22362.24681,323.2080668,0.264252856,-2.66169769,14.32058038,1.072325412,0.004876169,-1.527886891,0.254270034,0.401356333,-2.738716903,15.46712653,1.066789051,0.004180043,0.000270253,-0.138883587,-373.2907449,0.997324708,7.17638E-06,-1.92E-08,-0.72830266,-2.58859621,0.679559987,0.149235236,-0.057651029,-0.11821621,0.998349284,2.72937E-06,-4.51E-09,11.41352474,5.069282836,4.869598065,0.00767645,16969.89432,1.037316923,3.053169998,1.245858673,1.390603026
KA10_A2,1.661552912,81.68578665,72.53426698,0.32961,-0.401019767,-0.80246564,90.31682192,54.38952622,61.45243594,79.11382719,47.28136056,66.25752591,57.5516,85.81166502,-0.16988,29.26094258,57.5516,1557.6808,-172.4812,-0.371064,65.05241781,64.97970054,61.17029201,52.68589266,-0.174002242,0.014857794,-0.311965303,-0.111759858,75.97180622,-469.4524952,-0.976467882,1.287399368,-2.806743091,-238.7387259,-28.1904023,0.064565968,-0.002674801,-0.386161974,-0.001660505,130.3613324,1.128773419,3.033888535,0.018385893,0.016347805,0.245839374,1.014968719,0.000220754,3.27992E-06,8.716180713,4.235299731,4.330362301,0.013162778,5771.715341,438487.6395,-7.771959889,-0.002130141,220385.6452,0.793440154,260.3430267,-0.992093614,-1.024099224,0.376639086,0.953489524,-0.931051896,0.000282751,1.134636227,1.087855213,0.25262419,0.776759741,3.623351289,1.657397133,2.133732022,0.031414468,0.000224243,-0.420534336,-1.410590282,-0.356284835,0.060401394,7.87780678,-22.11097975,-6.203559575,-0.004188679,56996.17925,-3.043456447,-0.035473066,5.71563E-13,794.6987821,-22402.87838,321.9704547,0.264155898,-2.662431652,14.33109501,1.072270474,0.004869017,-1.528620854,0.254098343,0.401175641,-2.74006782,15.48803545,1.066695944,0.004168764,0.00026916,-0.138813104,-373.8596531,0.997328774,7.15456E-06,-1.91E-08,-0.728209771,-2.589586929,0.67966043,0.14912107,-0.057584887,-0.118416818,0.998340873,2.75728E-06,-4.58E-09,11.41758873,5.070486105,4.870310075,0.007670986,16994.077,1.041203433,3.091861754,1.274129431,1.438203434
KA10_A3,0.947345644,81.68578665,72.53426698,0.32961,-0.401019767,-0.80246564,90.31682192,54.38952622,61.45243594,79.11382719,47.28136056,66.25752591,57.4329,86.18404032,-0.168771,33.17086342,59.995,1573.2441,-171.9441,-0.370103,65.48321021,65.15941597,61.07903754,52.74063548,-0.172925029,0.01528724,-0.305578074,-0.112396674,77.05104831,-472.3768867,-0.975390669,1.287399368,-2.798002998,-238.2016259,-28.51682413,0.064000072,-0.002640754,-0.385732527,-0.001718235,131.4405745,1.177897901,3.033888535,0.018385893,0.016372229,0.248185478,1.015404688,0.0002337,3.57262E-06,8.777872653,4.255260813,4.344468167,0.012978409,5936.864046,457441.5985,-7.788064623,-0.002116954,223139.9231,0.791803687,261.4727718,-0.991728663,-1.025230231,0.377045025,0.951386956,-0.927973959,0.000271235,1.134636227,1.087855213,0.25262419,0.776759741,3.623351289,1.657397133,2.133732022,0.031414468,0.000230725,-0.421847955,-1.409124584,-0.357397759,0.060931622,7.828820778,-21.90506401,-6.19890395,-0.004198124,56740.01459,-3.05515831,-0.035067019,4.12383E-13,813.2092587,-23190.14541,325.2536376,0.263336961,-2.668641696,14.42036865,1.07180737,0.004808917,-1.534830898,0.252982355,0.40000015,-2.748871073,15.62498245,1.066092475,0.004096009,0.000262145,-0.138221616,-378.6797708,0.99736273,6.97358E-06,-1.84E-08,-0.727939726,-2.592469989,0.67995237,0.148789582,-0.057392982,-0.119773531,0.99828324,2.95233E-06,-5.07E-09,11.46475357,5.084440268,4.878554845,0.007608001,17276.62463,1.056093937,3.247540373,1.387443466,1.634266747
KA10_A4,1.837174598,81.68578665,72.53426698,0.32961,-0.401019767,-0.80246564,90.31682192,54.38952622,61.45243594,79.11382719,47.28136056,66.25752591,54.0981,85.71394808,-0.168667,32.11858661,55.5578,1582.3568,-171.9401,-0.369797,65.02136392,64.96107718,61.24385429,52.71967015,-0.177384712,0.012581121,-0.319768473,-0.097327889,76.03203542,-460.5007137,-0.979850352,1.287399368,-2.797937907,-238.1976259,-28.1164186,0.065596334,-0.002728099,-0.388438647,-0.001224494,130.4215616,0.956568206,3.033888535,0.018385893,0.016328169,0.232580397,1.012660596,0.000158285,1.9914E-06,8.719635051,4.23641866,4.33115477,0.013152351,5780.87041,439531.3438,-7.722242505,-0.002171549,212060.9073,0.745828175,260.0465643,-0.993237827,-1.020564005,0.375367268,0.960106713,-0.940760901,0.000292898,1.134636227,1.087855213,0.25262419,0.776759741,3.623351289,1.657397133,2.133732022,0.031414468,0.000189882,-0.421857769,-1.409113657,-0.357406073,0.060935588,7.828456533,-21.90353529,-6.198869252,-0.004198195,56738.10899,-3.04079167,-0.035566407,6.15453E-13,790.532995,-22226.95661,319.3359315,0.266711035,-2.643178946,14.05782171,1.073725929,0.005060156,-1.509368148,0.256117814,0.403298423,-2.724235461,15.24475427,1.067795598,0.004302879,0.000282253,-0.139729049,-366.5556239,0.997275619,7.44252E-06,-2.03E-08,-0.729638056,-2.574409133,0.678114825,0.150884582,-0.058609403,-0.106984011,0.998776255,1.49939E-06,-1.84E-09,11.42022599,5.071266869,4.870771986,0.007667444,17009.78374,0.985307936,2.602749031,0.915022733,0.875281654
